,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
254,255,27.29898531594516,5.81468463432667,-6.82757786989636,3,-3,(3;-3),Nuclear,-322618.5337,-322617.6262,-322614.893,-967851.0528
255,256,29.44254788551691,3.38047847342771,-5.87916060531871,3,-1,(3;-1),Ligação,-1.801955774,-1.761629899,1.123117232,-2.440468441
256,257,29.67977220511432,3.22642285676651,-6.01917294902286,3,-3,(3;-3),Nuclear,-8.398887731,-8.379719201,-6.934346876,-23.71295381
257,258,28.3515627395544,4.0723610675525,-5.20431129671835,3,-3,(3;-3),Nuclear,-1500505.596,-1500482.6,-1500458.667,-4501446.864
258,259,27.15347455249462,10.00043105310258,-8.50187768122296,3,-3,(3;-3),Nuclear,-322668.2445,-322666.2535,-322665.8263,-968000.3243
259,260,21.61374596285328,20.22557825281998,0.55612437712534,3,1,(3;+1),Anel,-0.004492409565,0.006840418898,0.01434731118,0.01669532051
260,261,27.85956007302938,11.88476249207676,-8.53736876810644,3,-3,(3;-3),Nuclear,-9.225492395,-9.218127164,-8.476985632,-26.92060519
261,262,29.72903320759517,8.7930300603821,-5.67273344717689,3,-3,(3;-3),Nuclear,-9.221010463,-9.212872703,-8.475970564,-26.90985373
262,263,28.21361134963509,8.25243427709382,-6.87860299309525,3,-3,(3;-3),Nuclear,-322721.5331,-322719.433,-322718.748,-968159.7141
263,264,27.22150495799921,10.27821888207597,-15.3937078338715,3,-3,(3;-3),Nuclear,-323276.3779,-323271.7131,-323271.1482,-969819.2392
264,265,28.245733845068,8.42440380646669,-14.40727417269414,3,-3,(3;-3),Nuclear,-1503759.125,-1503745.24,-1503718.329,-4511222.693
265,266,19.60590897143548,17.14170661171382,2.09003799043705,3,-3,(3;-3),Nuclear,-735776.3777,-735774.2696,-735755.0749,-2207305.722
266,267,21.16772036969902,19.81999452298081,1.95974452149742,3,-1,(3;-1),Ligação,-0.01006368208,-0.006656740742,0.06988143883,0.05316101602
267,268,19.45618808443911,17.85531859119207,5.58587922253956,3,-1,(3;-1),Ligação,-0.5216977656,-0.4833668863,0.3751099938,-0.6299546581
268,269,22.38531118486285,21.20213047334389,0.74594955865455,3,-1,(3;-1),Ligação,-0.00878282327,-0.00222695592,0.05247222639,0.0414624472
269,270,22.58304868780402,21.18610148822762,0.80411045421465,3,1,(3;+1),Anel,-0.008221153775,0.002445847735,0.0491441549,0.04336884885
270,271,20.50563308931229,15.93911594918232,5.18047750633374,3,-1,(3;-1),Ligação,-0.8448045315,-0.8333432596,0.5892538472,-1.088893944
271,272,25.42150161681437,20.81094791364244,-0.64155186160747,3,-1,(3;-1),Ligação,-0.5356971471,-0.3537464216,0.3549809189,-0.5344626499
272,273,22.59643418303879,21.57847561696778,3.64020834867193,3,-1,(3;-1),Ligação,-0.3634377577,-0.2826470614,1.077415197,0.4313303777
273,274,20.55968067897128,15.29670288866787,5.3757052395811,3,-3,(3;-3),Nuclear,-9.247351845,-9.242932625,-8.453908073,-26.94419254
274,275,20.49031163836229,18.3238665312323,0.96957243571412,3,-3,(3;-3),Nuclear,-9.139744371,-9.10835499,-8.029733002,-26.27783236
275,276,22.90823111104697,21.24395299023649,-1.36107881426007,3,-1,(3;-1),Ligação,-1.225651507,-1.21803476,0.8450449253,-1.598641341
276,277,22.75410358676562,21.25979858021065,3.47089515856277,3,1,(3;+1),Anel,-0.2047241812,0.1328723817,2.083284099,2.011432299
277,278,22.80173077122328,21.06386131520777,3.32919996156815,3,-1,(3;-1),Ligação,-0.2157781925,-0.1929114657,1.286122978,0.87743332
278,279,24.52559962431793,21.39598181376287,3.32815096131896,3,-1,(3;-1),Ligação,-0.4377193729,-0.4032543833,0.3278178387,-0.5131559175
279,280,18.60379973664831,16.27278820295053,1.62924786614265,3,-1,(3;-1),Ligação,-1.397803855,-1.31638883,0.830689532,-1.883503154
280,281,26.00235620501307,21.10073083590398,1.43433036959885,3,-1,(3;-1),Ligação,-0.4469327839,-0.4081341681,0.3387383969,-0.5163285551
281,282,18.29109384910404,16.00046743791367,1.49045874316258,3,-3,(3;-3),Nuclear,-8.798167582,-8.769383554,-7.572865088,-25.14041622
282,283,20.41093230261487,17.21540699581195,4.7696662523943,3,-3,(3;-3),Nuclear,-322224.3777,-322222.7454,-322221.0249,-966668.1481
283,284,23.51213250021247,18.26780914082871,5.87660043627341,3,-1,(3;-1),Ligação,-0.5041969043,-0.3570970559,1.073271301,0.211977341
284,285,23.04898431667485,18.44751339705291,5.07392333407694,3,-3,(3;-3),Nuclear,-323174.1946,-323168.3291,-323160.7034,-969503.2271
285,286,23.48982550240888,18.50595114819609,7.09162328006261,3,-3,(3;-3),Nuclear,-70.69004494,-70.48252105,-63.77121554,-204.9437815
286,287,23.31543862994792,21.14792213843293,4.01754914633101,3,-3,(3;-3),Nuclear,-322664.9194,-322658.6866,-322651.3647,-967974.9707
287,288,26.25859945665352,22.42259505716298,2.83506245468854,3,-1,(3;-1),Ligação,-0.4013572931,-0.3178897036,1.028898458,0.309651461
288,289,21.81032397224206,21.49375719506934,2.64585754292751,3,-3,(3;-3),Nuclear,-72.88796998,-72.79647599,-67.26451755,-212.9489635
289,290,26.90482810458064,20.12252906172299,-0.21034412662057,3,-1,(3;-1),Ligação,-0.4123821723,-0.369520068,1.034786632,0.2528843918
290,291,24.53048505368352,22.92430264643556,-1.89319162447134,3,-1,(3;-1),Ligação,-1.236955052,-1.233093483,0.8529992775,-1.617049258
291,292,22.47631488944583,21.1757651621139,-1.24106971298219,3,-3,(3;-3),Nuclear,-8.254416017,-8.250078047,-7.227517445,-23.73201151
292,293,25.87979504620459,21.59957696032776,2.72875776862482,3,-3,(3;-3),Nuclear,-323300.1428,-323294.3032,-323287.6664,-969882.1124
293,294,26.16708932461092,23.63345132757694,2.53313353955622,3,-3,(3;-3),Nuclear,-69.68317922,-69.47579153,-61.29803011,-200.4570009
294,295,26.07822563785254,20.35425075415743,0.11715715356353,3,-3,(3;-3),Nuclear,-323371.9396,-323367.3567,-323357.8199,-970097.1162
295,296,24.51767265821647,20.85683559450669,-3.10083998815519,3,-1,(3;-1),Ligação,-1.24727036,-1.237989021,0.8277390481,-1.657520332
296,297,28.00012983652062,20.5768545622415,-0.60650197076989,3,-3,(3;-3),Nuclear,-67.33690889,-67.0394158,-58.32623644,-192.7025611
297,298,24.30565796439149,21.47673754508615,-1.77634270849385,3,-3,(3;-3),Nuclear,-737498.7996,-737498.0086,-737497.5537,-2212494.362
298,299,24.58530266989991,20.66668824567795,-3.50294589935909,3,-3,(3;-3),Nuclear,-8.278767028,-8.273269863,-7.210790501,-23.76282739
299,300,24.60395999437929,23.37660913336534,-1.92874099112415,3,-3,(3;-3),Nuclear,-8.42718834,-8.423901723,-7.378974739,-24.2300648
300,301,18.44939620332471,18.51553655482816,6.50254964436513,3,-3,(3;-3),Nuclear,-323374.8257,-323370.104,-323369.7126,-970114.6423
301,302,11.44219455203702,15.74648466778985,11.85482673483503,3,-1,(3;-1),Ligação,-0.463697533,-0.4305921053,0.3349804887,-0.5593091497
302,303,14.94664855899629,13.38562237767201,10.74591727408217,3,-1,(3;-1),Ligação,-0.7730001312,-0.5787144287,0.3316958659,-1.020018694
303,304,17.04222362344774,19.72348172058192,5.62877481215855,3,-3,(3;-3),Nuclear,-9.180206298,-9.171597582,-8.464567124,-26.816371
304,305,18.50419820595051,18.11113645461378,8.80233873260848,3,-3,(3;-3),Nuclear,-1503520.895,-1503507.636,-1503479.358,-4510507.889
305,306,12.63848740636389,18.46073496091131,9.94373956091151,3,-3,(3;-3),Nuclear,-736048.7786,-736046.8235,-736028.68,-2208124.282
306,307,13.56044483110061,18.88640742791828,10.89272690179003,3,-1,(3;-1),Ligação,-1.352541467,-1.270193369,0.8730042521,-1.749730584
307,308,12.63381290380075,18.95927764561493,8.64183536582898,3,-1,(3;-1),Ligação,-1.405087823,-1.321437259,0.8461596651,-1.880365417
308,309,13.28237573126499,14.17314078906275,12.43529408197673,3,-1,(3;-1),Ligação,-0.5120164705,-0.4333887573,0.3278214423,-0.6175837855
309,310,8.36434254231699,19.03451682258901,12.19998745212552,3,-1,(3;-1),Ligação,-0.8154132363,-0.8014162685,0.5727332501,-1.044096255
310,311,10.47812153079235,15.78356927641138,9.79483612246958,3,-1,(3;-1),Ligação,-0.8350520667,-0.8090897914,0.5695134654,-1.074628393
311,312,13.86693552823824,19.02821121880836,11.20616058437842,3,-3,(3;-3),Nuclear,-9.036524184,-9.007580412,-7.872034311,-25.91613891
312,313,14.99855365681074,13.74810567977291,8.51137088592402,3,-1,(3;-1),Ligação,-0.8185273008,-0.785521848,0.549068429,-1.05498072
313,314,10.80734544813895,16.54455382892077,10.83947011157024,3,-3,(3;-3),Nuclear,-322294.0676,-322292.4168,-322291.3867,-966877.8712
314,315,10.31528257083972,15.40052285887915,9.25809820344799,3,-3,(3;-3),Nuclear,-9.166133252,-9.155917558,-8.379142859,-26.70119367
315,316,8.36391256524942,19.69937443249249,12.36034167751888,3,-3,(3;-3),Nuclear,-9.128732302,-9.117235405,-8.384572035,-26.63053974
316,317,12.04512041438321,14.82301997554745,12.85013954359422,3,-3,(3;-3),Nuclear,-323068.6953,-323061.8079,-323054.638,-969185.1413
317,318,12.53758529178362,15.96114043057028,14.49986634036588,3,-3,(3;-3),Nuclear,-73.63688378,-73.59903535,-68.84675937,-216.0826785
318,319,15.75167990301989,12.00387407198627,15.39509900086394,3,-3,(3;-3),Nuclear,-9.187463046,-9.167345105,-7.873162961,-26.22797111
319,320,15.98141369668383,12.16794723119356,13.598469414103,3,-3,(3;-3),Nuclear,-736890.0091,-736888.7727,-736880.796,-2210659.578
320,321,19.36463661682703,10.05368849159829,13.06260685260767,3,-3,(3;-3),Nuclear,-8.955189922,-8.943226109,-8.152960756,-26.05137679
321,322,14.41294062694241,13.48130605048668,11.97708829199457,3,-3,(3;-3),Nuclear,-322511.1963,-322509.2445,-322508.6017,-967529.0425
322,323,17.87869712776472,11.18151066120068,12.30400773331672,3,-3,(3;-3),Nuclear,-322668.8638,-322668.742,-322666.9384,-968004.5442
323,324,17.60657402913785,11.80890047510747,9.91161870160628,3,-3,(3;-3),Nuclear,-738838.3248,-738838.0072,-738822.984,-2216499.316
324,325,14.75018573136602,14.01253133638597,7.92932114289569,3,-3,(3;-3),Nuclear,-9.07816285,-9.067719564,-8.305578389,-26.4514608
325,326,15.46551932449126,13.24130992642212,9.64516222837708,3,-3,(3;-3),Nuclear,-322605.261,-322604.4781,-322603.4139,-967813.153
326,327,8.35258794835845,17.71240183303791,11.88637743566347,3,-3,(3;-3),Nuclear,-323363.0297,-323358.0283,-323357.8908,-970078.9489
327,328,6.45530888901587,16.37448035529215,12.11881298879242,3,-3,(3;-3),Nuclear,-1503403.864,-1503388.752,-1503358.789,-4510151.404
328,329,14.63698798274991,-2.41200367245091,16.15598772807757,3,-3,(3;-3),Nuclear,-9.265539007,-9.256526763,-8.548378653,-27.07044442
329,330,15.75186594673466,2.13828948245133,19.51009042156382,3,-3,(3;-3),Nuclear,-8.798804164,-8.769731139,-7.604325471,-25.17286077
330,331,1.20940226168092,-4.36517360092308,4.95553412650793,3,-3,(3;-3),Nuclear,-8.99522712,-8.964620102,-7.806250704,-25.76609793
331,332,9.27390476359262,-2.30010494732611,-3.95029727549414,3,-3,(3;-3),Nuclear,-8.987489398,-8.957459027,-7.825662123,-25.77061055
332,333,14.00171148970161,-5.79907670689414,-4.53489927601265,3,-3,(3;-3),Nuclear,-9.083652162,-9.073156409,-8.330555047,-26.48736362
333,334,14.0185379032528,-2.90971969379602,-12.79968166867209,3,-3,(3;-3),Nuclear,-9.04603487,-9.014808365,-7.870081101,-25.93092434
334,335,21.68686471021033,9.33228107296953,-17.29765931686954,3,-3,(3;-3),Nuclear,-8.813396303,-8.783812281,-7.61165413,-25.20886271
335,336,5.59548128508987,1.9747645872742,8.39038733731814,3,-3,(3;-3),Nuclear,-322216.2096,-322215.3162,-322214.5395,-966646.0654
336,337,12.04322939205597,4.69786101814705,-7.15072650549816,3,-3,(3;-3),Nuclear,-322178.5567,-322177.8141,-322177.7122,-966534.083
337,338,25.16549283132109,9.35036859122751,-10.10436961545948,3,-3,(3;-3),Nuclear,-322647.9953,-322646.6677,-322644.9004,-967939.5634
338,339,23.31545021797999,21.14793348917281,4.01755934214828,3,-3,(3;-3),Nuclear,-322664.5842,-322657.8346,-322651.0931,-967973.5118
339,340,25.87980959111979,21.59957821296088,2.72876561150617,3,-3,(3;-3),Nuclear,-323299.5048,-323293.9131,-323287.445,-969880.8629
340,341,26.0782309132861,20.35424820050758,0.11716306642201,3,-3,(3;-3),Nuclear,-323371.5685,-323367.4998,-323357.9889,-970097.0572
341,342,24.30566710193376,21.47674596590555,-1.77634326510789,3,-3,(3;-3),Nuclear,-737496.7042,-737495.8142,-737492.8526,-2212485.371
342,343,15.98142020533772,12.16795136598907,13.59847461246426,3,-3,(3;-3),Nuclear,-736888.595,-736887.7304,-736878.2626,-2210654.588
