,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
53,54,6.61414135176606,2.41574660106778,7.4327603563039,3,-1,(3;-1),Ligação,-0.437073665,-0.4313996152,0.3163022119,-0.5521710683
54,55,14.21457486986515,-5.13519392212955,-4.47281176338452,3,-1,(3;-1),Ligação,-0.7386107426,-0.7340551917,0.3481557489,-1.124510185
55,56,5.44654427376731,0.58010593144697,8.41445589290009,3,-1,(3;-1),Ligação,-0.4270949309,-0.3828212762,0.3062199984,-0.5036962088
56,57,9.28395882347944,1.84139016315446,6.80218373702281,3,-3,(3;-3),Nuclear,-4.273599577,-4.273014115,-3.666484434,-12.21309813
57,58,19.45364614319701,10.32548926951055,15.17988403986792,3,-1,(3;-1),Ligação,-0.007514160443,-0.006718540551,0.0417709874,0.02753828641
58,59,13.87814928932837,-1.27934217458754,9.97586440727884,3,-3,(3;-3),Nuclear,-86068.58493,-86068.46914,-86068.29774,-258205.3518
59,60,12.93272316590454,1.62384793022223,-4.41532806673468,3,-1,(3;-1),Ligação,-0.005121548827,-0.005035907305,0.02727042411,0.01711296798
60,61,26.23581882612982,7.56708648664074,-8.44483492575555,3,1,(3;+1),Anel,-0.01757520216,0.09295516925,0.1046309636,0.1800109307
61,62,15.53388045523346,-0.52823834153797,10.76825872165153,3,-3,(3;-3),Nuclear,-4.374203247,-4.373790268,-3.789700052,-12.53769357
62,63,12.29942069561628,-0.57927346530134,10.95157990876508,3,-3,(3;-3),Nuclear,-4.34364539,-4.341566972,-3.744814324,-12.43002669
63,64,16.85679147630584,9.5505807224611,15.53460359015734,3,1,(3;+1),Anel,-0.0009378095741,0.0021138677,0.0129418834,0.01411794152
64,65,5.12399028379886,-1.39517010648687,9.2694871874079,3,-1,(3;-1),Ligação,-0.5066924143,-0.23842063,1.005157557,0.260044513
65,66,5.95739328378745,2.36233318172589,9.5529277914533,3,-1,(3;-1),Ligação,-0.7226382211,-0.710132607,0.3564955018,-1.076275326
66,67,12.67203384992205,5.82325346778178,-7.0146494741905,3,-1,(3;-1),Ligação,-0.6356730326,-0.6315990743,0.3572070043,-0.9100651026
67,68,15.65821757550565,16.6939462067509,9.45072918742014,3,1,(3;+1),Anel,-0.001825728198,0.007178295756,0.01052914014,0.01588170769
68,69,13.75708445294534,-0.74122979631766,8.06717753540202,3,-3,(3;-3),Nuclear,-4.334208764,-4.33349952,-3.744904042,-12.41261233
69,70,7.83100476270139,4.10368494316885,6.70931762030762,3,-1,(3;-1),Ligação,-0.695911616,-0.6920975906,0.3380014164,-1.05000779
70,71,16.9706774953923,6.79493950433264,19.79839298525726,3,-1,(3;-1),Ligação,-0.4496012823,-0.4285682704,0.3321197655,-0.5460497871
71,72,19.04417481121781,14.32252235379558,7.49576392189858,3,1,(3;+1),Anel,-0.001042995427,0.0005882455009,0.007421120705,0.00696637078
72,73,24.51590104976382,21.39960042332122,3.31936810404416,3,-1,(3;-1),Ligação,-0.3943321897,-0.3602019492,0.2998648804,-0.4546692585
73,74,16.06188676637021,5.00068460975959,20.55797074211432,3,-1,(3;-1),Ligação,-0.5172710673,-0.4678830567,0.3657969171,-0.6193572068
74,75,15.77165553971726,-5.26666685537477,8.2089690331946,3,-3,(3;-3),Nuclear,-86073.03286,-86072.75498,-86072.57367,-258218.3615
