,CP,(X),(Y),(Z),Rank,Signature,Pair,Type of CP,Lambda 1,Lambda 2,Lambda 3,Laplacian of electron density
117,118,11.44182919139414,15.74696884591945,11.85449742058257,3,-1,(3;-1),Ligação,-0.4648455163,-0.4301311918,0.3349714579,-0.5600052502
118,119,15.80363352785467,12.04471394880182,14.97043175248101,3,-1,(3;-1),Ligação,-1.565548117,-1.509577658,0.7690899767,-2.306035799
119,120,15.49566452713757,8.80758570426569,18.38107157776379,3,-3,(3;-3),Nuclear,-9.585258944,-9.573920307,-8.766565056,-27.92574431
120,121,18.8365478664187,10.9849368239811,20.30682088666032,3,-3,(3;-3),Nuclear,-9.344677904,-9.342158284,-8.566130105,-27.25296629
121,122,15.68910073516031,18.29385453318466,9.51964818318215,3,-1,(3;-1),Ligação,-0.005549441752,-0.003421582558,0.03571840518,0.02674738087
122,123,17.62736843602383,6.36459716284353,16.35747440601469,3,-3,(3;-3),Nuclear,-1501106.604,-1501082.58,-1501059.492,-4503248.676
123,124,18.96152822482127,5.21933230369524,16.57833060950478,3,-3,(3;-3),Nuclear,-8.454766516,-8.439103813,-6.767090784,-23.66096111
124,125,27.83940707162011,11.07417567809933,-16.29600745859419,3,-1,(3;-1),Ligação,-0.8546941771,-0.842854697,0.5464850127,-1.151063861
125,126,6.86628970973757,-5.12382452029597,5.16334266734808,3,-1,(3;-1),Ligação,-0.8398032645,-0.8273059859,0.5409129737,-1.126196277
126,127,17.2302522022649,11.51165542143675,12.76530379560034,3,-1,(3;-1),Ligação,-0.81158073,-0.6805331173,0.6609192184,-0.8311946289
127,128,19.36402368558842,9.56012488613819,18.98985823062824,3,-3,(3;-3),Nuclear,-322456.7951,-322456.3981,-322456.3051,-967369.4983
128,129,19.80877444545022,10.41711989532291,17.22611062994262,3,-3,(3;-3),Nuclear,-9.334804913,-9.328591221,-8.542654219,-27.20605035
129,130,21.16582037798067,19.85829675925637,1.89847228768336,3,-1,(3;-1),Ligação,-0.01013677446,-0.007038831752,0.07118730823,0.05401170202
130,131,20.97657160383986,8.57490166040315,19.68077926059587,3,-3,(3;-3),Nuclear,-9.264904981,-9.262196868,-8.470549876,-26.99765173
